Month of DAY|Site ID(Office)|Site Name|Year of DAY|Calcul 1|valeur|Difference in Count of sheet1
June|13188|MARQUISAT CACOVILLE|2020|good|100.00%|
June|13191|CAMP LA JAILLE|2020|good|100.00%|
June|13194|PONT DE L'ALLIANCE|2020|good|100.00%|
June|13404|POIRIER|2020|good|100.00%|
June|13405|LOUISIANE|2020|good|100.00%|
June|13407|WILLIAM|2020|good|100.00%|
June|13413|BRION|2020|good|100.00%|
June|13420|BEAUFOND|2020|good|99.97%|
June|13425|SAINT CHARLES|2020|good|99.99%|
June|13426|BLANCHET|2020|good|99.98%|
June|13428|CANTAMERLE|2020|good|100.00%|
June|13437|BORRICAUD|2020|good|100.00%|
June|13438|DUBEDOU|2020|good|99.99%|
June|13446|ANSE BERTRAND|2020|good|99.97%|
June|13448|BASSE TERRE CENTRE|2020|good|100.00%|
June|13456|MONTERAN TDF - ST. PHY|2020|good|100.00%|
June|13459|MONTAUBAN|2020|acceptable|99.74%|
June|13460|BOIS JOLAN|2020|good|100.00%|
June|13462|FOND CABRE|2020|good|100.00%|
June|13464|GOSIER CENTRE|2020|good|100.00%|
June|13465|POINTE-A-PITRE CENTRE|2020|good|100.00%|
June|13467|FOND BUDAN|2020|good|100.00%|
June|13472|AUGUSTE ROMAGE|2020|good|100.00%|
June|13474|MEMORIAL ACT|2020|good|100.00%|
June|13475|SAINT FRANCOIS GOLF|2020|good|100.00%|
June|13477|RAIZET|2020|good|100.00%|
June|13800|ROUTE DE L'ANGLAIS|2020|good|99.99%|
June|13801|ROCADE|2020|good|100.00%|
June|13802|MOREL|2020|good|100.00%|
June|13804|BRAGELONE|2020|good|100.00%|
June|13806|GRAND FOND|2020|acceptable|97.43%|
June|13807|COURCELLES|2020|good|100.00%|
June|13808|BEL ETANG|2020|acceptable|98.70%|
June|13809|DOUVILLE STE ANNE|2020|good|100.00%|
June|13810|LOIAL|2020|good|100.00%|
June|13811|DURIVAGE|2020|acceptable|99.81%|
June|13812|MARE GAILLARD|2020|acceptable|99.94%|
June|13813|MORNE LESCAL|2020|good|100.00%|
June|13814|ST RAPHAEL|2020|good|100.00%|
June|13815|HOTEL ARAWAK|2020|good|99.97%|
June|13817|MARINA|2020|acceptable|99.57%|
June|13819|TOUR FREBAULT|2020|acceptable|99.93%|
June|13820|GRAND CAMP|2020|good|100.00%|
June|13821|BOURGOGNE|2020|good|99.98%|
June|13823|FT LES ABYMES|2020|good|99.98%|
June|13824|MONDUC|2020|good|100.00%|
June|13825|NESTAR|2020|good|100.00%|
June|13826|CHAZEAU|2020|good|100.00%|
June|13829|CHABERT|2020|acceptable|99.34%|
June|13830|PETIT CANAL|2020|good|99.98%|
June|13831|MOULIN|2020|good|99.99%|
June|13833|HAUT DE LA MONTAGNE|2020|good|100.00%|
June|13834|ARNOUVILLE|2020|good|100.00%|
June|13835|COPPET|2020|good|99.97%|
June|13837|BAIE MAHAULT|2020|good|99.97%|
June|13838|BARBOTTEAU|2020|acceptable|99.88%|
June|13840|QUARTIER D'ORLEANS|2020|good|100.00%|
June|13841|CHOISY|2020|good|100.00%|
June|13842|PLIANE|2020|acceptable|99.78%|
June|13843|SOFAIA FT|2020|good|100.00%|
June|13844|DESHAIES|2020|good|100.00%|
June|13847|POINTE NOIRE|2020|good|100.00%|
June|13848|BEAUREGARD|2020|good|100.00%|
June|13849|MORNE A LOUIS|2020|good|100.00%|
June|13850|COURBARIL|2020|good|100.00%|
June|13851|BOUILLANTE VILLAGE|2020|acceptable|98.47%|
June|13852|BEAUSOLEIL|2020|good|100.00%|
June|13853|BAILLIF|2020|acceptable|99.56%|
June|13856|MORNE HOUEL|2020|good|100.00%|
June|13858|GOURBEYRE|2020|acceptable|99.83%|
June|13859|CHÂTEAU SOURETTE|2020|good|100.00%|
June|13861|MORNE SALE|2020|acceptable|95.49%|
June|13862|LACAVE STADE MUNICIPAL|2020|acceptable|99.42%|
June|13863|GOYAVE|2020|good|100.00%|
June|13864|SCHOELCHER|2020|good|100.00%|
June|13865|PETIT BOURG FT|2020|good|99.99%|
June|13878|SIEAPAPA|2020|good|100.00%|
June|13879|VATABLE|2020|good|100.00%|
June|13880|JARRY|2020|acceptable|96.95%|
June|13881|LAMENTIN SUD|2020|good|99.99%|
June|13882|HYUNDAI|2020|good|100.00%|
June|13886|TROIS RIVIERES|2020|good|100.00%|
June|13887|POINTE DES CHATEAUX|2020|good|100.00%|
June|13893|VIEUX BOURG|2020|good|100.00%|
June|13894|DUZER|2020|acceptable|98.74%|
June|13896|BLONZAC|2020|good|99.99%|
June|13899|CADET|2020|good|100.00%|
June|14200|GASCHETTE|2020|good|99.96%|
June|14204|DAUBERT|2020|good|99.97%|
June|14205|RECULEE|2020|acceptable|99.78%|
June|14206|CARABIN|2020|acceptable|99.78%|
June|14212|ROUTE TRACE CHAMPFLORE|2020|good|99.96%|
June|14214|CHAPUZOT|2020|good|100.00%|
June|14217|CAP EST|2020|good|99.96%|
June|14221|MORNE LEPINAY|2020|good|99.97%|
June|14223|BEAUJOLAIS|2020|good|100.00%|
June|14225|ROUTE DE MOUTTE|2020|good|100.00%|
June|14226|MORNE DESAIX|2020|good|100.00%|
June|14229|BOULEVARD DE LA MARNE|2020|acceptable|99.88%|
June|14231|POINTE DU BOUT FT|2020|good|100.00%|
June|14232|LUNETTE BOUILLEE|2020|good|100.00%|
June|14236|BAIE DES MULETS|2020|good|99.96%|
June|14240|ZI COCOTTE|2020|acceptable|99.92%|
June|14242|ROCHES CARRES|2020|good|100.00%|
June|14243|DUCHESNE|2020|good|100.00%|
June|14244|BEAUSEJOUR|2020|good|99.96%|
June|14248|BOIS LEZARD|2020|acceptable|99.94%|
June|14252|MORNE CAPOT|2020|acceptable|99.78%|
June|14253|GRAND FOND|2020|good|99.95%|
June|14255|HAUTEURS BOURDONS|2020|acceptable|99.90%|
June|14258|HABITATION PETIT REDUIT|2020|good|99.99%|
June|14261|LES HAUTS DE MANIBA|2020|good|100.00%|
June|14267|CHÂTEAU GAILLARD|2020|acceptable|99.65%|
June|14268|FOND MANOEL|2020|good|99.96%|
June|14282|LAMENTIN NORD OUEST|2020|good|100.00%|
June|14289|CHÂTEAU PAILLE|2020|good|99.95%|
June|14290|FOUR A CHAUX|2020|good|100.00%|
June|14291|POINTE DU BOUT HIBISCUS|2020|good|99.98%|
June|14293|FDF ROCADE L'ERMITAGE|2020|acceptable|99.94%|
June|14297|ANSE COLLAT|2020|good|100.00%|
June|14298|RIVIERE SALEE-LA LAUGIER|2020|good|99.99%|
June|14700|LE CARBET|2020|good|100.00%|
June|14701|ST PIERRE|2020|good|99.98%|
June|14702|LE LORRAIN|2020|acceptable|99.94%|
June|14703|LE MARIGOT|2020|acceptable|99.78%|
June|14704|MORNE ROUGE AILERON|2020|acceptable|99.94%|
June|14705|STE MARIE|2020|good|100.00%|
June|14706|LA TRINITE|2020|good|100.00%|
June|14707|GROS MORNE|2020|good|100.00%|
June|14708|VERT PRE|2020|good|100.00%|
June|14709|LESTRADE|2020|good|100.00%|
June|14710|PONTALERY|2020|good|100.00%|
June|14711|ST ROCH|2020|good|100.00%|
June|14712|COURBARIL|2020|good|99.99%|
June|14713|POINTE BATEAU|2020|good|99.99%|
June|14714|ACAJOU|2020|good|100.00%|
June|14716|BELEME|2020|good|100.00%|
June|14717|ROSETTE|2020|acceptable|99.94%|
June|14718|DUCOS STADE|2020|good|99.99%|
June|14719|RIVIERE SALEE|2020|good|99.99%|
June|14720|LES TROIS ILETS|2020|acceptable|99.76%|
June|14722|ANSE D'ARLETS|2020|acceptable|99.73%|
June|14724|CAP CHEVALIER|2020|good|100.00%|
June|14725|STE LUCE|2020|good|99.97%|
June|14726|LE MARIN|2020|good|100.00%|
June|14728|LES SALINES|2020|good|100.00%|
June|14729|RIVIERE PILOTE|2020|good|99.98%|
June|14730|ST ESPRIT|2020|good|100.00%|
June|14732|MORNE DUNOYER|2020|good|100.00%|
June|14733|PLATEAU FOFO|2020|good|100.00%|
June|14734|POINTE NEGRE|2020|good|100.00%|
June|14736|GARNIER PAGES|2020|good|100.00%|
June|14737|LE PORT|2020|good|100.00%|
June|14739|LA MEYNARD|2020|acceptable|99.94%|
June|14740|DILLON|2020|good|100.00%|
June|14741|VALMENIERE|2020|good|100.00%|
June|14742|GALLERIA|2020|good|100.00%|
June|14744|CLAIRIERE|2020|good|100.00%|
June|14745|JAMBETTE|2020|good|99.99%|
June|14746|RESIDENCE MARYLAND|2020|good|100.00%|
June|14747|CASE PILOTE|2020|good|100.00%|
June|14748|AEROPORT|2020|good|100.00%|
June|14749|BELLFONTAINE|2020|good|100.00%|
June|14750|MORNE VERT|2020|good|99.99%|
June|14751|MORNE FOLIE|2020|good|100.00%|
June|14753|TRINITE TARTANE|2020|good|100.00%|
June|14755|BASSE POINTE|2020|acceptable|99.92%|
June|14756|ANSE L'ANE|2020|acceptable|99.80%|
June|14757|MORNE CARRIERE|2020|acceptable|97.87%|
June|14758|CERP BULL|2020|good|100.00%|
June|14759|CITRON|2020|acceptable|99.79%|
June|14760|BOIS ROUGE|2020|good|100.00%|
June|14762|MORNE BIGOT|2020|good|100.00%|
June|14763|PETIT BOURG|2020|good|99.98%|
June|14766|DUCOS CENTRE|2020|good|99.98%|
June|14767|SCHOELCHER|2020|good|100.00%|
June|14768|BALATA|2020|good|100.00%|
June|14769|La Demarche|2020|good|100.00%|
June|14771|FOND ST. JACQUES|2020|good|100.00%|
June|14772|MORNE DES ESSES|2020|acceptable|99.94%|
June|14774|PELLETIER OC|2020|good|100.00%|
June|14775|TERRE SAINVILLE Fort De France|2020|good|100.00%|
June|14776|JOSSEAUD|2020|good|100.00%|
June|14777|DESMARINIERES|2020|good|100.00%|
June|14778|PETITE ANSE|2020|acceptable|99.73%|
June|14780|FOND BOUCHER|2020|good|99.97%|
June|14781|TROIS RIVIERES|2020|good|100.00%|
June|14782|DIZAC|2020|acceptable|99.81%|
June|14783|GROMAT|2020|good|100.00%|
June|14785|MORNE ROUGE STADE|2020|acceptable|99.76%|
June|14786|CAP MACRE|2020|good|100.00%|
June|14787|MORNE LAVALEUR|2020|good|100.00%|
June|14788|BALATA|2020|acceptable|98.85%|
June|14791|TRINITE NORD|2020|acceptable|99.94%|
June|14793|HOTEL DE VILLE|2020|good|100.00%|
June|14794|ECHANGEUR DILLON|2020|acceptable|99.83%|
June|14796|FOND MASSON|2020|good|100.00%|
June|14797|MORNE FIRMIN ABONDANCE|2020|acceptable|99.62%|
June|14798|CENTRE VILLE FRANCOIS|2020|good|100.00%|
June|17303|MOUCAYA|2020|good|99.95%|
June|17304|ROCHES BLANCHES|2020|good|100.00%|
June|17305|ORGANABO|2020|good|100.00%|
June|17306|CHIRE|2020|acceptable|99.59%|
June|17308|COUACHIMANA|2020|good|99.98%|
June|17309|AWALA|2020|acceptable|99.65%|
June|17314|CARREFOUR MANA|2020|acceptable|99.85%|
June|17318|CHARVEIN|2020|acceptable|99.85%|
June|17319|COSWINE|2020|acceptable|99.85%|
June|17321|TERRE ROUGE ESPERANCE|2020|acceptable|92.93%|
June|17322|MACRABO|2020|acceptable|99.90%|
June|17323|PATAWA|2020|acceptable|98.24%|
June|17324|LE SOLITAIRE|2020|good|100.00%|
June|17325|TONNEGRANDE|2020|good|100.00%|
June|17326|ROCHAMBEAU MARIGNAN|2020|good|100.00%|
June|17328|MONTAGNE CHÂTEAU CENTRE|2020|good|100.00%|
June|17330|ROCHE TABLON|2020|good|100.00%|
June|17340|ZI COLLERY|2020|good|100.00%|
June|17341|APATOU|2020|good|99.97%|
June|17343|GRAN SANTI|2020|acceptable|96.34%|
June|17345|PAPAICHTON|2020|acceptable|99.44%|
June|17346|SAVANE ELISABETH|2020|good|100.00%|
June|17347|ST LAURENT LAGUNE GNU|2020|acceptable|97.23%|
June|17349|BADUEL|2020|good|100.00%|
June|17900|CAYENNE|2020|good|100.00%|
June|17902|CITE HORTZ|2020|good|99.97%|
June|17903|CAMP DU TIGRE|2020|good|99.99%|
June|17905|CIMENTERIE|2020|good|100.00%|
June|17907|LA CHAUMIERE|2020|acceptable|99.92%|
June|17908|CALIFOURCHON|2020|good|99.95%|
June|17909|SAVANE SERGENT|2020|good|100.00%|
June|17910|ROURA RESERVOIR|2020|good|100.00%|
June|17911|FARNOUS|2020|acceptable|97.90%|
June|17912|CD5 MONTSINERY|2020|good|100.00%|
June|17913|GUATEMALA|2020|good|99.98%|
June|17914|MONTAGNE DES PERES|2020|good|100.00%|
June|17915|PARIACABO|2020|good|100.00%|
June|17916|KOUROU FT|2020|good|99.99%|
June|17917|FUSEE SONDE CSG|2020|good|100.00%|
June|17918|SINAMARY|2020|good|99.99%|
June|17921|IRACOUBO|2020|acceptable|99.07%|
June|17924|MONTSINERY TDF|2020|acceptable|99.56%|
June|17925|CARISTAN|2020|good|99.97%|
June|17926|BALATE OC|2020|good|100.00%|
June|17927|MONTAGNE GABIN|2020|good|100.00%|
June|17928|REGINA FT|2020|acceptable|99.78%|
June|17929|MALMANOURY|2020|acceptable|99.45%|
June|17931|CITE PASCALINE|2020|good|100.00%|
June|17933|REMIRE MONTJOLY|2020|good|99.98%|
June|17934|LES AMES CLAIRES|2020|good|99.97%|
June|17935|BUZARET|2020|acceptable|99.84%|
June|17936|MANCELLIERE PALAIS DES SPORTS|2020|good|100.00%|
June|17937|MATHOURIENNE DEUX FLOTS|2020|good|100.00%|
June|17938|MATHOURIENNE MATOURY EST|2020|good|100.00%|
June|17939|AEROPORT ROCHAMBEAU|2020|good|100.00%|
June|17940|CARAPA|2020|good|100.00%|
June|17941|SOULA|2020|good|99.95%|
June|17942|ROUTE DE GALLION DOROTHEE|2020|acceptable|98.26%|
June|17943|SAVANE CAUSSADE|2020|acceptable|99.19%|
June|17945|TROU POISSON|2020|good|99.98%|
June|17946|CORROSSONY|2020|acceptable|98.79%|
June|17947|ACAROUANY|2020|acceptable|99.47%|
June|17951|ST LAURENT BOURG - GNU|2020|good|100.00%|
June|17952|CARAPA SOLAM|2020|acceptable|99.46%|
June|17953|MANA GNU|2020|acceptable|99.65%|
June|17999|CAYENNE REPUBLIQUE|2020|acceptable|98.98%|
July|13103|CELIGNY|2020|acceptable|99.82%|
July|13105|Chateau Gaillard|2020|good|99.99%|
July|13110|GUERY|2020|good|100.00%|
July|13111|GRANDE VIGIE|2020|acceptable|94.53%|
July|13112|CARAQUE|2020|acceptable|99.93%|
July|13116|ANSE A DOUVILLE - GOYAVE|2020|good|100.00%|
July|13117|MON REPOS|2020|good|100.00%|
July|13118|BOIS DEBOUT|2020|good|100.00%|
July|13121|MATOUBA|2020|acceptable|97.39%|
July|13122|LE TUFF GRAND CROIX|2020|good|100.00%|
July|13123|TARARE|2020|good|100.00%|
July|13134|PETIT PEROU|2020|good|99.95%|
July|13135|PAP VALMY|2020|good|99.99%|
July|13136|MORNE GARCIA DUGAZON|2020|good|100.00%|
July|13137|DESTRELAN|2020|good|100.00%|
July|13138|AEROPORT RAIZET|2020|good|100.00%|
July|13139|GRANDE SAVANE|2020|good|99.97%|
July|13142|POINTE JARRY|2020|good|100.00%|
July|13143|JARRY MOUDONG|2020|good|100.00%|
July|13144|ST LOUIS|2020|good|100.00%|
July|13158|BAS VENT|2020|good|99.97%|
July|13159|BELLEVUE MUSEE DU RHUM|2020|good|100.00%|
July|13162|BELLE PLAINE|2020|good|99.98%|
July|13164|ROUTA CALVAIRE|2020|good|99.98%|
July|13167|LA BOUCAN|2020|good|100.00%|
July|13168|WONCHE|2020|acceptable|98.31%|
July|13169|BAGATELLE|2020|good|99.97%|
July|13170|LA RETRAITE|2020|acceptable|99.94%|
July|13177|BONFILS BOIS SEC|2020|good|100.00%|
July|13178|SAINTE MARIE|2020|good|100.00%|
July|13179|MORAVIE CAMBREFORT|2020|good|100.00%|
July|13187|POINTE FERRY|2020|good|99.97%|
July|13188|MARQUISAT CACOVILLE|2020|good|100.00%|
July|13191|CAMP LA JAILLE|2020|good|100.00%|
July|13194|PONT DE L'ALLIANCE|2020|good|100.00%|
July|13404|POIRIER|2020|acceptable|98.66%|
July|13405|LOUISIANE|2020|acceptable|97.50%|
July|13407|WILLIAM|2020|good|99.98%|
July|13413|BRION|2020|good|99.99%|
July|13420|BEAUFOND|2020|good|99.99%|
July|13425|SAINT CHARLES|2020|acceptable|99.23%|
July|13426|BLANCHET|2020|good|100.00%|
July|13428|CANTAMERLE|2020|good|100.00%|
July|13437|BORRICAUD|2020|acceptable|96.05%|
July|13438|DUBEDOU|2020|acceptable|98.27%|
July|13446|ANSE BERTRAND|2020|good|99.99%|
July|13448|BASSE TERRE CENTRE|2020|good|100.00%|
July|13456|MONTERAN TDF - ST. PHY|2020|good|100.00%|
July|13459|MONTAUBAN|2020|good|99.98%|
July|13460|BOIS JOLAN|2020|good|100.00%|
July|13462|FOND CABRE|2020|acceptable|99.37%|
July|13464|GOSIER CENTRE|2020|good|99.96%|
July|13465|POINTE-A-PITRE CENTRE|2020|good|100.00%|
July|13467|FOND BUDAN|2020|good|100.00%|
July|13472|AUGUSTE ROMAGE|2020|good|99.95%|
July|13474|MEMORIAL ACT|2020|good|100.00%|
July|13475|SAINT FRANCOIS GOLF|2020|good|100.00%|
July|13477|RAIZET|2020|good|99.99%|
July|13800|ROUTE DE L'ANGLAIS|2020|good|99.99%|
July|13801|ROCADE|2020|good|99.98%|
July|13802|MOREL|2020|good|99.99%|
July|13804|BRAGELONE|2020|good|99.98%|
July|13806|GRAND FOND|2020|good|100.00%|
July|13807|COURCELLES|2020|good|99.97%|
July|13808|BEL ETANG|2020|good|99.99%|
July|13809|DOUVILLE STE ANNE|2020|good|99.97%|
July|13810|LOIAL|2020|good|99.99%|
July|13811|DURIVAGE|2020|acceptable|96.54%|
July|13812|MARE GAILLARD|2020|good|99.97%|
July|13813|MORNE LESCAL|2020|good|99.96%|
July|13814|ST RAPHAEL|2020|good|99.96%|
July|13815|HOTEL ARAWAK|2020|good|100.00%|
July|13817|MARINA|2020|good|99.99%|
July|13819|TOUR FREBAULT|2020|acceptable|99.90%|
July|13820|GRAND CAMP|2020|good|100.00%|
July|13821|BOURGOGNE|2020|good|99.96%|
July|13823|FT LES ABYMES|2020|good|99.98%|
July|13824|MONDUC|2020|good|100.00%|
July|13825|NESTAR|2020|good|99.96%|
July|13826|CHAZEAU|2020|acceptable|99.77%|
July|13829|CHABERT|2020|acceptable|99.27%|
July|13830|PETIT CANAL|2020|good|99.99%|
July|13831|MOULIN|2020|good|99.99%|
July|13833|HAUT DE LA MONTAGNE|2020|acceptable|99.51%|
July|13834|ARNOUVILLE|2020|good|100.00%|
July|13835|COPPET|2020|good|100.00%|
July|13837|BAIE MAHAULT|2020|good|100.00%|
July|13838|BARBOTTEAU|2020|acceptable|99.90%|
July|13840|QUARTIER D'ORLEANS|2020|good|100.00%|
July|13841|CHOISY|2020|good|99.97%|
July|13842|PLIANE|2020|good|99.96%|
July|13843|SOFAIA FT|2020|good|99.97%|
July|13844|DESHAIES|2020|good|100.00%|
July|13847|POINTE NOIRE|2020|good|99.97%|
July|13848|BEAUREGARD|2020|good|99.99%|
July|13849|MORNE A LOUIS|2020|good|100.00%|
July|13850|COURBARIL|2020|good|100.00%|
July|13851|BOUILLANTE VILLAGE|2020|good|100.00%|
July|13852|BEAUSOLEIL|2020|good|100.00%|
July|13853|BAILLIF|2020|good|100.00%|
July|13856|MORNE HOUEL|2020|acceptable|99.84%|
July|13858|GOURBEYRE|2020|acceptable|99.81%|
July|13859|CHÂTEAU SOURETTE|2020|good|100.00%|
July|13861|MORNE SALE|2020|acceptable|99.15%|
July|13862|LACAVE STADE MUNICIPAL|2020|good|99.99%|
July|13863|GOYAVE|2020|good|100.00%|
July|13864|SCHOELCHER|2020|good|100.00%|
July|13865|PETIT BOURG FT|2020|good|100.00%|
July|13878|SIEAPAPA|2020|acceptable|97.03%|
July|13879|VATABLE|2020|good|99.98%|
July|13880|JARRY|2020|good|99.99%|
July|13881|LAMENTIN SUD|2020|good|100.00%|
July|13882|HYUNDAI|2020|good|100.00%|
July|13886|TROIS RIVIERES|2020|good|100.00%|
July|13887|POINTE DES CHATEAUX|2020|good|100.00%|
July|13893|VIEUX BOURG|2020|acceptable|99.90%|
July|13894|DUZER|2020|good|100.00%|
July|13896|BLONZAC|2020|good|100.00%|
July|13899|CADET|2020|good|99.97%|
July|14200|GASCHETTE|2020|good|99.97%|
July|14204|DAUBERT|2020|good|100.00%|
July|14205|RECULEE|2020|acceptable|99.38%|
July|14206|CARABIN|2020|good|99.95%|
July|14212|ROUTE TRACE CHAMPFLORE|2020|good|99.99%|
July|14214|CHAPUZOT|2020|good|99.99%|
July|14217|CAP EST|2020|acceptable|99.64%|
July|14221|MORNE LEPINAY|2020|good|100.00%|
July|14223|BEAUJOLAIS|2020|acceptable|99.44%|
July|14225|ROUTE DE MOUTTE|2020|good|99.97%|
July|14226|MORNE DESAIX|2020|acceptable|99.93%|
July|14229|BOULEVARD DE LA MARNE|2020|good|100.00%|
July|14231|POINTE DU BOUT FT|2020|good|99.99%|
July|14232|LUNETTE BOUILLEE|2020|acceptable|99.93%|
July|14236|BAIE DES MULETS|2020|acceptable|93.88%|
July|14240|ZI COCOTTE|2020|good|100.00%|
July|14242|ROCHES CARRES|2020|acceptable|99.84%|
July|14243|DUCHESNE|2020|acceptable|99.84%|
July|14244|BEAUSEJOUR|2020|good|100.00%|
July|14248|BOIS LEZARD|2020|acceptable|99.76%|
July|14252|MORNE CAPOT|2020|good|99.95%|
July|14253|GRAND FOND|2020|good|99.99%|
July|14255|HAUTEURS BOURDONS|2020|good|100.00%|
July|14258|HABITATION PETIT REDUIT|2020|good|99.99%|
July|14261|LES HAUTS DE MANIBA|2020|good|100.00%|
July|14267|CHÂTEAU GAILLARD|2020|good|99.99%|
July|14268|FOND MANOEL|2020|good|100.00%|
July|14282|LAMENTIN NORD OUEST|2020|good|99.97%|
July|14289|CHÂTEAU PAILLE|2020|acceptable|95.50%|
July|14290|FOUR A CHAUX|2020|good|99.99%|
July|14291|POINTE DU BOUT HIBISCUS|2020|good|99.98%|
July|14293|FDF ROCADE L'ERMITAGE|2020|good|100.00%|
July|14297|ANSE COLLAT|2020|good|100.00%|
July|14298|RIVIERE SALEE-LA LAUGIER|2020|good|100.00%|
July|14700|LE CARBET|2020|acceptable|99.21%|
July|14701|ST PIERRE|2020|acceptable|98.00%|
July|14702|LE LORRAIN|2020|good|100.00%|
July|14703|LE MARIGOT|2020|acceptable|99.85%|
July|14704|MORNE ROUGE AILERON|2020|good|100.00%|
July|14705|STE MARIE|2020|good|100.00%|
July|14706|LA TRINITE|2020|good|100.00%|
July|14707|GROS MORNE|2020|good|100.00%|
July|14708|VERT PRE|2020|good|100.00%|
July|14709|LESTRADE|2020|good|100.00%|
July|14710|PONTALERY|2020|good|100.00%|
July|14711|ST ROCH|2020|acceptable|99.90%|
July|14712|COURBARIL|2020|acceptable|99.95%|
July|14713|POINTE BATEAU|2020|acceptable|99.52%|
July|14714|ACAJOU|2020|good|99.95%|
July|14716|BELEME|2020|acceptable|99.78%|
July|14717|ROSETTE|2020|good|100.00%|
July|14718|DUCOS STADE|2020|good|100.00%|
July|14719|RIVIERE SALEE|2020|good|100.00%|
July|14720|LES TROIS ILETS|2020|good|99.99%|
July|14722|ANSE D'ARLETS|2020|good|100.00%|
July|14724|CAP CHEVALIER|2020|good|99.98%|
July|14725|STE LUCE|2020|good|100.00%|
July|14726|LE MARIN|2020|acceptable|99.44%|
July|14728|LES SALINES|2020|good|99.98%|
July|14729|RIVIERE PILOTE|2020|good|100.00%|
July|14730|ST ESPRIT|2020|Bad|70.17%|
July|14732|MORNE DUNOYER|2020|acceptable|98.18%|
July|14733|PLATEAU FOFO|2020|good|99.98%|
July|14734|POINTE NEGRE|2020|good|100.00%|
July|14736|GARNIER PAGES|2020|good|100.00%|
July|14737|LE PORT|2020|good|99.99%|
July|14739|LA MEYNARD|2020|good|100.00%|
July|14740|DILLON|2020|acceptable|99.89%|
July|14741|VALMENIERE|2020|good|99.96%|
July|14742|GALLERIA|2020|good|100.00%|
July|14744|CLAIRIERE|2020|good|100.00%|
July|14745|JAMBETTE|2020|good|100.00%|
July|14746|RESIDENCE MARYLAND|2020|good|100.00%|
July|14747|CASE PILOTE|2020|acceptable|98.10%|
July|14748|AEROPORT|2020|good|100.00%|
July|14749|BELLFONTAINE|2020|good|99.99%|
July|14750|MORNE VERT|2020|good|100.00%|
July|14751|MORNE FOLIE|2020|good|99.99%|
July|14753|TRINITE TARTANE|2020|good|100.00%|
July|14755|BASSE POINTE|2020|good|100.00%|
July|14756|ANSE L'ANE|2020|acceptable|99.95%|
July|14757|MORNE CARRIERE|2020|acceptable|99.49%|
July|14758|CERP BULL|2020|good|100.00%|
July|14759|CITRON|2020|good|99.99%|
July|14760|BOIS ROUGE|2020|good|99.96%|
July|14762|MORNE BIGOT|2020|good|100.00%|
July|14763|PETIT BOURG|2020|good|99.99%|
July|14766|DUCOS CENTRE|2020|good|100.00%|
July|14767|SCHOELCHER|2020|good|100.00%|
July|14768|BALATA|2020|good|100.00%|
July|14769|La Demarche|2020|good|100.00%|
July|14771|FOND ST. JACQUES|2020|acceptable|99.38%|
July|14772|MORNE DES ESSES|2020|acceptable|98.47%|
July|14774|PELLETIER OC|2020|good|99.99%|
July|14775|TERRE SAINVILLE Fort De France|2020|acceptable|99.92%|
July|14776|JOSSEAUD|2020|good|100.00%|
July|14777|DESMARINIERES|2020|good|100.00%|
July|14778|PETITE ANSE|2020|acceptable|96.78%|
July|14780|FOND BOUCHER|2020|good|100.00%|
July|14781|TROIS RIVIERES|2020|good|100.00%|
July|14782|DIZAC|2020|good|100.00%|
July|14783|GROMAT|2020|good|100.00%|
July|14785|MORNE ROUGE STADE|2020|good|100.00%|
July|14786|CAP MACRE|2020|good|99.95%|
July|14787|MORNE LAVALEUR|2020|good|99.95%|
July|14788|BALATA|2020|acceptable|99.71%|
July|14791|TRINITE NORD|2020|acceptable|99.57%|
July|14793|HOTEL DE VILLE|2020|good|100.00%|
July|14794|ECHANGEUR DILLON|2020|good|99.97%|
July|14796|FOND MASSON|2020|good|99.95%|
July|14797|MORNE FIRMIN ABONDANCE|2020|acceptable|99.80%|
July|14798|CENTRE VILLE FRANCOIS|2020|good|99.96%|
July|17303|MOUCAYA|2020|acceptable|99.92%|
July|17304|ROCHES BLANCHES|2020|good|100.00%|
July|17305|ORGANABO|2020|good|100.00%|
July|17306|CHIRE|2020|acceptable|99.60%|
July|17308|COUACHIMANA|2020|acceptable|96.80%|
July|17309|AWALA|2020|acceptable|97.17%|
July|17314|CARREFOUR MANA|2020|good|99.99%|
July|17318|CHARVEIN|2020|acceptable|99.46%|
July|17319|COSWINE|2020|acceptable|99.89%|
July|17321|TERRE ROUGE ESPERANCE|2020|acceptable|97.10%|
July|17322|MACRABO|2020|good|100.00%|
July|17323|PATAWA|2020|acceptable|94.61%|
July|17324|LE SOLITAIRE|2020|acceptable|99.70%|
July|17325|TONNEGRANDE|2020|good|100.00%|
July|17326|ROCHAMBEAU MARIGNAN|2020|good|100.00%|
July|17328|MONTAGNE CHÂTEAU CENTRE|2020|acceptable|99.13%|
July|17330|ROCHE TABLON|2020|acceptable|99.13%|
July|17340|ZI COLLERY|2020|good|99.95%|
July|17341|APATOU|2020|acceptable|99.50%|
July|17343|GRAN SANTI|2020|acceptable|99.42%|
July|17345|PAPAICHTON|2020|acceptable|99.66%|
July|17346|SAVANE ELISABETH|2020|good|100.00%|
July|17347|ST LAURENT LAGUNE GNU|2020|acceptable|99.60%|
July|17349|BADUEL|2020|good|100.00%|
July|17900|CAYENNE|2020|good|100.00%|
July|17902|CITE HORTZ|2020|good|100.00%|
