Month of DAY|Site ID(Office)|Site Name|Year of DAY|Calcul 1|valeur|Difference in Count of sheet1
February|13882|HYUNDAI|2020|good|99.98%|
February|13882|HYUNDAI|2021|good|100.00%|
February|13886|TROIS RIVIERES|2020|good|100.00%|
February|13886|TROIS RIVIERES|2021|good|100.00%|
February|13887|POINTE DES CHATEAUX|2020|good|100.00%|
February|13887|POINTE DES CHATEAUX|2021|good|100.00%|
February|13893|VIEUX BOURG|2020|acceptable|99.92%|
February|13893|VIEUX BOURG|2021|good|100.00%|
February|13894|DUZER|2020|good|100.00%|
February|13894|DUZER|2021|good|100.00%|
February|13896|BLONZAC|2020|good|100.00%|
February|13896|BLONZAC|2021|acceptable|99.56%|
February|13899|CADET|2020|good|100.00%|
February|13899|CADET|2021|good|99.97%|
February|14200|GASCHETTE|2020|acceptable|99.85%|
February|14200|GASCHETTE|2021|good|99.97%|
February|14204|DAUBERT|2020|good|100.00%|
February|14204|DAUBERT|2021|good|100.00%|
February|14205|RECULEE|2020|good|100.00%|
February|14205|RECULEE|2021|acceptable|99.81%|
February|14206|CARABIN|2020|acceptable|99.89%|
February|14206|CARABIN|2021|acceptable|99.75%|
February|14212|ROUTE TRACE CHAMPFLORE|2020|acceptable|99.56%|
February|14212|ROUTE TRACE CHAMPFLORE|2021|acceptable|99.92%|
February|14214|CHAPUZOT|2020|acceptable|99.86%|
February|14214|CHAPUZOT|2021|good|100.00%|
February|14217|CAP EST|2020|good|99.99%|
February|14217|CAP EST|2021|good|100.00%|
February|14221|MORNE LEPINAY|2020|good|100.00%|
February|14221|MORNE LEPINAY|2021|good|100.00%|
February|14223|BEAUJOLAIS|2020|acceptable|99.86%|
February|14223|BEAUJOLAIS|2021|good|100.00%|
February|14225|ROUTE DE MOUTTE|2020|acceptable|99.90%|
February|14225|ROUTE DE MOUTTE|2021|good|100.00%|
February|14226|MORNE DESAIX|2020|acceptable|98.20%|
February|14226|MORNE DESAIX|2021|good|100.00%|
February|14229|BOULEVARD DE LA MARNE|2020|good|100.00%|
February|14229|BOULEVARD DE LA MARNE|2021|acceptable|94.79%|
February|14231|POINTE DU BOUT FT|2020|good|100.00%|
February|14231|POINTE DU BOUT FT|2021|good|100.00%|
February|14232|LUNETTE BOUILLEE|2020|good|100.00%|
February|14232|LUNETTE BOUILLEE|2021|good|100.00%|
February|14236|BAIE DES MULETS|2020|good|100.00%|
February|14236|BAIE DES MULETS|2021|good|100.00%|
February|14240|ZI COCOTTE|2020|good|100.00%|
February|14240|ZI COCOTTE|2021|good|100.00%|
February|14242|ROCHES CARRES|2020|acceptable|99.86%|
February|14242|ROCHES CARRES|2021|good|100.00%|
February|14243|DUCHESNE|2020|acceptable|99.86%|
February|14243|DUCHESNE|2021|good|99.96%|
February|14244|BEAUSEJOUR|2020|acceptable|99.86%|
February|14244|BEAUSEJOUR|2021|acceptable|99.90%|
February|14248|BOIS LEZARD|2020|good|100.00%|
February|14248|BOIS LEZARD|2021|acceptable|99.25%|
February|14252|MORNE CAPOT|2020|acceptable|99.88%|
February|14252|MORNE CAPOT|2021|good|100.00%|
February|14253|GRAND FOND|2020|acceptable|99.91%|
February|14253|GRAND FOND|2021|good|100.00%|
February|14255|HAUTEURS BOURDONS|2020|good|100.00%|
February|14255|HAUTEURS BOURDONS|2021|good|100.00%|
February|14258|HABITATION PETIT REDUIT|2020|good|99.95%|
February|14258|HABITATION PETIT REDUIT|2021|good|100.00%|
February|14261|LES HAUTS DE MANIBA|2020|good|100.00%|
February|14261|LES HAUTS DE MANIBA|2021|acceptable|99.81%|
February|14267|CHÂTEAU GAILLARD|2020|good|100.00%|
February|14267|CHÂTEAU GAILLARD|2021|acceptable|99.90%|
February|14268|FOND MANOEL|2020|good|100.00%|
February|14268|FOND MANOEL|2021|good|100.00%|
February|14282|LAMENTIN NORD OUEST|2020|acceptable|99.88%|
February|14282|LAMENTIN NORD OUEST|2021|good|100.00%|
February|14289|CHÂTEAU PAILLE|2020|good|99.99%|
February|14289|CHÂTEAU PAILLE|2021|good|100.00%|
February|14290|FOUR A CHAUX|2020|good|99.96%|
February|14290|FOUR A CHAUX|2021|good|100.00%|
February|14291|POINTE DU BOUT HIBISCUS|2020|good|100.00%|
February|14291|POINTE DU BOUT HIBISCUS|2021|good|100.00%|
February|14293|FDF ROCADE L'ERMITAGE|2020|good|100.00%|
February|14293|FDF ROCADE L'ERMITAGE|2021|acceptable|99.90%|
February|14297|ANSE COLLAT|2020|good|100.00%|
February|14297|ANSE COLLAT|2021|acceptable|99.49%|
February|14298|RIVIERE SALEE-LA LAUGIER|2020|good|100.00%|
February|14298|RIVIERE SALEE-LA LAUGIER|2021|good|99.96%|
February|14700|LE CARBET|2020|good|100.00%|
February|14700|LE CARBET|2021|good|99.98%|
February|14701|ST PIERRE|2020|good|100.00%|
February|14701|ST PIERRE|2021|good|100.00%|
February|14702|LE LORRAIN|2020|good|100.00%|
February|14702|LE LORRAIN|2021|good|100.00%|
February|14703|LE MARIGOT|2020|acceptable|99.54%|
February|14703|LE MARIGOT|2021|good|99.99%|
February|14704|MORNE ROUGE AILERON|2020|good|99.99%|
February|14704|MORNE ROUGE AILERON|2021|good|100.00%|
February|14705|STE MARIE|2020|acceptable|99.73%|
February|14705|STE MARIE|2021|good|100.00%|
February|14706|LA TRINITE|2020|good|100.00%|
February|14706|LA TRINITE|2021|good|99.99%|
February|14707|GROS MORNE|2020|good|100.00%|
February|14707|GROS MORNE|2021|acceptable|99.81%|
February|14708|VERT PRE|2020|good|100.00%|
February|14708|VERT PRE|2021|good|100.00%|
February|14709|LESTRADE|2020|acceptable|99.41%|
February|14709|LESTRADE|2021|good|99.97%|
February|14710|PONTALERY|2020|good|99.96%|
February|14710|PONTALERY|2021|good|100.00%|
February|14711|ST ROCH|2020|acceptable|96.97%|
February|14711|ST ROCH|2021|good|100.00%|
February|14712|COURBARIL|2020|acceptable|99.58%|
February|14712|COURBARIL|2021|good|99.98%|
February|14713|POINTE BATEAU|2020|good|99.99%|
February|14713|POINTE BATEAU|2021|good|100.00%|
February|14714|ACAJOU|2020|good|100.00%|
February|14714|ACAJOU|2021|good|100.00%|
February|14716|BELEME|2020|good|100.00%|
February|14716|BELEME|2021|good|100.00%|
February|14717|ROSETTE|2020|good|100.00%|
February|14717|ROSETTE|2021|good|100.00%|
February|14718|DUCOS STADE|2020|good|99.97%|
February|14718|DUCOS STADE|2021|good|100.00%|
February|14719|RIVIERE SALEE|2020|good|100.00%|
February|14719|RIVIERE SALEE|2021|good|99.99%|
February|14720|LES TROIS ILETS|2020|good|100.00%|
February|14720|LES TROIS ILETS|2021|acceptable|99.90%|
February|14722|ANSE D'ARLETS|2020|good|100.00%|
February|14722|ANSE D'ARLETS|2021|good|100.00%|
February|14724|CAP CHEVALIER|2020|good|100.00%|
February|14724|CAP CHEVALIER|2021|good|100.00%|
February|14725|STE LUCE|2020|good|100.00%|
February|14725|STE LUCE|2021|acceptable|99.89%|
February|14726|LE MARIN|2020|good|100.00%|
February|14726|LE MARIN|2021|acceptable|99.84%|
February|14728|LES SALINES|2020|good|100.00%|
February|14728|LES SALINES|2021|acceptable|99.80%|
February|14729|RIVIERE PILOTE|2020|good|100.00%|
February|14729|RIVIERE PILOTE|2021|good|100.00%|
February|14730|ST ESPRIT|2020|good|100.00%|
February|14730|ST ESPRIT|2021|good|99.96%|
February|14732|MORNE DUNOYER|2020|good|100.00%|
February|14732|MORNE DUNOYER|2021|acceptable|99.94%|
February|14733|PLATEAU FOFO|2020|acceptable|99.88%|
February|14733|PLATEAU FOFO|2021|good|100.00%|
February|14734|POINTE NEGRE|2020|good|100.00%|
February|14734|POINTE NEGRE|2021|good|99.99%|
February|14736|GARNIER PAGES|2020|good|100.00%|
February|14736|GARNIER PAGES|2021|good|100.00%|
February|14737|LE PORT|2020|good|99.97%|
February|14737|LE PORT|2021|good|100.00%|
February|14739|LA MEYNARD|2020|acceptable|99.84%|
February|14739|LA MEYNARD|2021|good|100.00%|
February|14740|DILLON|2020|acceptable|99.90%|
February|14740|DILLON|2021|good|100.00%|
February|14741|VALMENIERE|2020|acceptable|99.90%|
February|14741|VALMENIERE|2021|good|100.00%|
February|14742|GALLERIA|2020|good|100.00%|
February|14742|GALLERIA|2021|good|100.00%|
February|14744|CLAIRIERE|2020|good|100.00%|
February|14744|CLAIRIERE|2021|good|100.00%|
February|14745|JAMBETTE|2020|good|100.00%|
February|14745|JAMBETTE|2021|good|100.00%|
February|14746|RESIDENCE MARYLAND|2020|good|100.00%|
February|14746|RESIDENCE MARYLAND|2021|good|100.00%|
February|14747|CASE PILOTE|2020|good|100.00%|
February|14747|CASE PILOTE|2021|good|100.00%|
February|14748|AEROPORT|2020|good|99.96%|
February|14748|AEROPORT|2021|good|100.00%|
February|14749|BELLFONTAINE|2020|good|100.00%|
February|14749|BELLFONTAINE|2021|good|100.00%|
February|14750|MORNE VERT|2020|good|99.99%|
February|14750|MORNE VERT|2021|good|100.00%|
February|14751|MORNE FOLIE|2020|good|100.00%|
February|14751|MORNE FOLIE|2021|good|99.99%|
February|14753|TRINITE TARTANE|2020|good|100.00%|
February|14753|TRINITE TARTANE|2021|good|100.00%|
February|14755|BASSE POINTE|2020|good|100.00%|
February|14755|BASSE POINTE|2021|good|100.00%|
February|14756|ANSE L'ANE|2020|good|100.00%|
February|14756|ANSE L'ANE|2021|acceptable|99.95%|
February|14757|MORNE CARRIERE|2020|acceptable|99.65%|
February|14757|MORNE CARRIERE|2021|good|100.00%|
February|14758|CERP BULL|2020|good|100.00%|
February|14758|CERP BULL|2021|good|100.00%|
February|14759|CITRON|2020|good|100.00%|
February|14759|CITRON|2021|acceptable|99.95%|
February|14760|BOIS ROUGE|2020|good|100.00%|
February|14760|BOIS ROUGE|2021|good|100.00%|
February|14762|MORNE BIGOT|2020|acceptable|99.78%|
February|14762|MORNE BIGOT|2021|good|100.00%|
February|14763|PETIT BOURG|2020|good|99.97%|
February|14763|PETIT BOURG|2021|good|100.00%|
February|14766|DUCOS CENTRE|2020|acceptable|98.56%|
February|14766|DUCOS CENTRE|2021|good|99.99%|
February|14767|SCHOELCHER|2020|good|100.00%|
February|14767|SCHOELCHER|2021|good|100.00%|
February|14768|BALATA|2020|good|100.00%|
February|14768|BALATA|2021|good|100.00%|
February|14769|La Demarche|2020|good|100.00%|
February|14769|La Demarche|2021|acceptable|99.88%|
February|14771|FOND ST. JACQUES|2020|good|100.00%|
February|14771|FOND ST. JACQUES|2021|good|100.00%|
February|14772|MORNE DES ESSES|2020|acceptable|99.02%|
February|14772|MORNE DES ESSES|2021|good|100.00%|
February|14774|PELLETIER OC|2020|good|99.96%|
February|14774|PELLETIER OC|2021|good|100.00%|
February|14775|TERRE SAINVILLE Fort De France|2020|good|100.00%|
February|14775|TERRE SAINVILLE Fort De France|2021|good|100.00%|
February|14776|JOSSEAUD|2020|good|100.00%|
February|14776|JOSSEAUD|2021|good|100.00%|
February|14777|DESMARINIERES|2020|good|99.97%|
February|14777|DESMARINIERES|2021|good|100.00%|
February|14778|PETITE ANSE|2020|good|100.00%|
February|14778|PETITE ANSE|2021|good|100.00%|
February|14780|FOND BOUCHER|2020|good|100.00%|
February|14780|FOND BOUCHER|2021|good|99.96%|
February|14781|TROIS RIVIERES|2020|good|100.00%|
February|14781|TROIS RIVIERES|2021|good|100.00%|
February|14782|DIZAC|2020|good|100.00%|
February|14782|DIZAC|2021|good|99.99%|
February|14783|GROMAT|2020|good|100.00%|
February|14783|GROMAT|2021|good|100.00%|
February|14785|MORNE ROUGE STADE|2020|acceptable|99.91%|
February|14785|MORNE ROUGE STADE|2021|acceptable|99.86%|
February|14786|CAP MACRE|2020|good|99.99%|
February|14786|CAP MACRE|2021|acceptable|99.90%|
February|14787|MORNE LAVALEUR|2020|good|100.00%|
February|14787|MORNE LAVALEUR|2021|acceptable|94.55%|
February|14788|BALATA|2020|acceptable|99.27%|
February|14788|BALATA|2021|good|100.00%|
February|14791|TRINITE NORD|2020|good|100.00%|
February|14791|TRINITE NORD|2021|good|100.00%|
February|14793|HOTEL DE VILLE|2020|good|100.00%|
February|14793|HOTEL DE VILLE|2021|acceptable|99.90%|
February|14794|ECHANGEUR DILLON|2020|acceptable|99.87%|
February|14794|ECHANGEUR DILLON|2021|good|100.00%|
February|14796|FOND MASSON|2020|acceptable|99.90%|
February|14796|FOND MASSON|2021|acceptable|99.55%|
February|14797|MORNE FIRMIN ABONDANCE|2020|good|100.00%|
February|14797|MORNE FIRMIN ABONDANCE|2021|acceptable|99.75%|
February|14798|CENTRE VILLE FRANCOIS|2020|acceptable|99.89%|
February|14798|CENTRE VILLE FRANCOIS|2021|good|100.00%|
February|17303|MOUCAYA|2020|good|100.00%|
February|17303|MOUCAYA|2021|good|99.99%|
February|17304|ROCHES BLANCHES|2020|good|100.00%|
February|17304|ROCHES BLANCHES|2021|acceptable|99.52%|
February|17305|ORGANABO|2020|good|100.00%|
February|17305|ORGANABO|2021|acceptable|99.48%|
February|17306|CHIRE|2020|good|100.00%|
February|17306|CHIRE|2021|good|100.00%|
February|17308|COUACHIMANA|2020|good|100.00%|
February|17308|COUACHIMANA|2021|good|100.00%|
February|17309|AWALA|2020|good|99.98%|
February|17309|AWALA|2021|acceptable|99.65%|
February|17314|CARREFOUR MANA|2020|good|100.00%|
February|17314|CARREFOUR MANA|2021|acceptable|99.78%|
February|17318|CHARVEIN|2020|good|100.00%|
February|17318|CHARVEIN|2021|acceptable|99.58%|
February|17319|COSWINE|2020|acceptable|99.30%|
February|17319|COSWINE|2021|acceptable|99.43%|
February|17321|TERRE ROUGE ESPERANCE|2020|good|99.99%|
February|17321|TERRE ROUGE ESPERANCE|2021|acceptable|99.80%|
February|17322|MACRABO|2020|good|99.96%|
February|17322|MACRABO|2021|good|100.00%|
February|17323|PATAWA|2020|acceptable|99.86%|
February|17323|PATAWA|2021|acceptable|96.11%|
February|17324|LE SOLITAIRE|2020|acceptable|98.38%|
February|17324|LE SOLITAIRE|2021|acceptable|99.62%|
February|17325|TONNEGRANDE|2020|good|100.00%|
February|17325|TONNEGRANDE|2021|good|100.00%|
February|17326|ROCHAMBEAU MARIGNAN|2020|good|100.00%|
February|17326|ROCHAMBEAU MARIGNAN|2021|acceptable|99.75%|
February|17328|MONTAGNE CHÂTEAU CENTRE|2020|good|100.00%|
February|17328|MONTAGNE CHÂTEAU CENTRE|2021|acceptable|99.53%|
February|17330|ROCHE TABLON|2020|acceptable|99.63%|
February|17330|ROCHE TABLON|2021|acceptable|98.96%|
February|17340|ZI COLLERY|2020|acceptable|99.86%|
February|17340|ZI COLLERY|2021|acceptable|99.55%|
February|17341|APATOU|2020|good|100.00%|
February|17341|APATOU|2021|good|100.00%|
February|17343|GRAN SANTI|2020|acceptable|99.52%|
February|17343|GRAN SANTI|2021|good|100.00%|
February|17345|PAPAICHTON|2020|acceptable|98.45%|
February|17345|PAPAICHTON|2021|good|100.00%|
February|17346|SAVANE ELISABETH|2020|good|100.00%|
February|17346|SAVANE ELISABETH|2021|good|100.00%|
February|17347|ST LAURENT LAGUNE GNU|2020|good|99.98%|
February|17347|ST LAURENT LAGUNE GNU|2021|acceptable|99.84%|
February|17349|BADUEL|2020|acceptable|97.64%|
February|17349|BADUEL|2021|good|99.98%|
February|17900|CAYENNE|2020|acceptable|99.86%|
February|17900|CAYENNE|2021|good|100.00%|
February|17902|CITE HORTZ|2020|good|100.00%|
February|17902|CITE HORTZ|2021|acceptable|99.17%|
February|17903|CAMP DU TIGRE|2020|good|100.00%|
February|17903|CAMP DU TIGRE|2021|good|100.00%|
February|17905|CIMENTERIE|2020|good|99.96%|
February|17905|CIMENTERIE|2021|good|100.00%|
February|17907|LA CHAUMIERE|2020|acceptable|99.86%|
February|17907|LA CHAUMIERE|2021|acceptable|99.58%|
February|17908|CALIFOURCHON|2020|good|100.00%|
February|17908|CALIFOURCHON|2021|good|100.00%|
February|17909|SAVANE SERGENT|2020|good|100.00%|
February|17909|SAVANE SERGENT|2021|good|100.00%|
February|17910|ROURA RESERVOIR|2020|acceptable|99.83%|
February|17910|ROURA RESERVOIR|2021|good|100.00%|
February|17911|FARNOUS|2020|acceptable|99.86%|
February|17911|FARNOUS|2021|acceptable|97.87%|
February|17912|CD5 MONTSINERY|2020|good|100.00%|
February|17912|CD5 MONTSINERY|2021|good|99.99%|
February|17913|GUATEMALA|2020|good|100.00%|
February|17913|GUATEMALA|2021|good|99.99%|
February|17914|MONTAGNE DES PERES|2020|good|100.00%|
February|17914|MONTAGNE DES PERES|2021|good|100.00%|
February|17915|PARIACABO|2020|good|99.99%|
February|17915|PARIACABO|2021|acceptable|95.11%|
February|17916|KOUROU FT|2020|good|100.00%|
February|17916|KOUROU FT|2021|good|100.00%|
February|17917|FUSEE SONDE CSG|2020|good|100.00%|
February|17917|FUSEE SONDE CSG|2021|good|100.00%|
February|17918|SINAMARY|2020|good|100.00%|
February|17918|SINAMARY|2021|good|100.00%|
February|17921|IRACOUBO|2020|good|100.00%|
February|17921|IRACOUBO|2021|good|100.00%|
February|17924|MONTSINERY TDF|2020|good|99.96%|
February|17924|MONTSINERY TDF|2021|good|100.00%|
February|17925|CARISTAN|2020|acceptable|99.84%|
February|17925|CARISTAN|2021|good|99.98%|
February|17926|BALATE OC|2020|good|100.00%|
February|17926|BALATE OC|2021|acceptable|99.80%|
February|17927|MONTAGNE GABIN|2020|acceptable|99.91%|
February|17927|MONTAGNE GABIN|2021|good|99.99%|
February|17928|REGINA FT|2020|acceptable|99.27%|
February|17928|REGINA FT|2021|good|100.00%|
February|17929|MALMANOURY|2020|good|99.98%|
February|17929|MALMANOURY|2021|good|99.96%|
February|17931|CITE PASCALINE|2020|good|100.00%|
February|17931|CITE PASCALINE|2021|good|100.00%|
February|17933|REMIRE MONTJOLY|2020|good|100.00%|
February|17933|REMIRE MONTJOLY|2021|acceptable|99.78%|
February|17934|LES AMES CLAIRES|2020|acceptable|99.84%|
February|17934|LES AMES CLAIRES|2021|good|100.00%|
February|17935|BUZARET|2020|good|100.00%|
February|17935|BUZARET|2021|good|100.00%|
February|17936|MANCELLIERE PALAIS DES SPORTS|2020|good|99.98%|
February|17936|MANCELLIERE PALAIS DES SPORTS|2021|acceptable|99.85%|
February|17937|MATHOURIENNE DEUX FLOTS|2020|good|100.00%|
February|17937|MATHOURIENNE DEUX FLOTS|2021|good|100.00%|
February|17938|MATHOURIENNE MATOURY EST|2020|good|100.00%|
February|17938|MATHOURIENNE MATOURY EST|2021|acceptable|99.87%|
February|17939|AEROPORT ROCHAMBEAU|2020|good|100.00%|
February|17939|AEROPORT ROCHAMBEAU|2021|good|100.00%|
February|17940|CARAPA|2020|good|100.00%|
February|17940|CARAPA|2021|acceptable|99.88%|
February|17941|SOULA|2020|good|99.99%|
February|17941|SOULA|2021|good|100.00%|
February|17942|ROUTE DE GALLION DOROTHEE|2020|acceptable|99.86%|
February|17942|ROUTE DE GALLION DOROTHEE|2021|acceptable|98.60%|
February|17943|SAVANE CAUSSADE|2020|good|100.00%|
February|17943|SAVANE CAUSSADE|2021|acceptable|97.91%|
February|17945|TROU POISSON|2020|good|100.00%|
February|17945|TROU POISSON|2021|good|100.00%|
February|17946|CORROSSONY|2020|acceptable|99.85%|
February|17946|CORROSSONY|2021|acceptable|99.52%|
February|17947|ACAROUANY|2020|good|100.00%|
February|17947|ACAROUANY|2021|acceptable|99.78%|
February|17951|ST LAURENT BOURG - GNU|2020|good|100.00%|
February|17951|ST LAURENT BOURG - GNU|2021|good|99.99%|
February|17952|CARAPA SOLAM|2020|acceptable|99.57%|
February|17952|CARAPA SOLAM|2021|acceptable|98.86%|
February|17953|MANA GNU|2020|good|99.98%|
February|17953|MANA GNU|2021|acceptable|99.67%|
February|17999|CAYENNE REPUBLIQUE|2020|acceptable|97.53%|
February|17999|CAYENNE REPUBLIQUE|2021|acceptable|99.89%|
March|13103|CELIGNY|2020|good|100.00%|
March|13103|CELIGNY|2021|good|100.00%|
March|13105|Chateau Gaillard|2020|good|100.00%|
March|13105|Chateau Gaillard|2021|acceptable|99.55%|
March|13110|GUERY|2020|good|100.00%|
March|13110|GUERY|2021|good|100.00%|
March|13111|GRANDE VIGIE|2020|acceptable|99.68%|
March|13111|GRANDE VIGIE|2021|acceptable|99.21%|
March|13112|CARAQUE|2020|good|100.00%|
March|13112|CARAQUE|2021|good|100.00%|
March|13116|ANSE A DOUVILLE - GOYAVE|2020|acceptable|99.83%|
March|13116|ANSE A DOUVILLE - GOYAVE|2021|good|100.00%|
March|13117|MON REPOS|2020|good|100.00%|
March|13117|MON REPOS|2021|good|100.00%|
March|13118|BOIS DEBOUT|2020|good|100.00%|
March|13118|BOIS DEBOUT|2021|good|100.00%|
March|13121|MATOUBA|2020|good|100.00%|
March|13121|MATOUBA|2021|acceptable|97.69%|
March|13122|LE TUFF GRAND CROIX|2020|good|100.00%|
March|13122|LE TUFF GRAND CROIX|2021|good|100.00%|
March|13123|TARARE|2020|acceptable|99.83%|
March|13123|TARARE|2021|good|100.00%|
March|13134|PETIT PEROU|2020|good|100.00%|
March|13134|PETIT PEROU|2021|good|99.97%|
March|13135|PAP VALMY|2020|good|100.00%|
March|13135|PAP VALMY|2021|good|100.00%|
March|13136|MORNE GARCIA DUGAZON|2020|good|100.00%|
March|13136|MORNE GARCIA DUGAZON|2021|good|100.00%|
March|13137|DESTRELAN|2020|acceptable|99.90%|
March|13137|DESTRELAN|2021|good|99.98%|
March|13138|AEROPORT RAIZET|2020|good|100.00%|
March|13138|AEROPORT RAIZET|2021|good|100.00%|
March|13139|GRANDE SAVANE|2020|good|99.99%|
March|13139|GRANDE SAVANE|2021|good|99.95%|
March|13142|POINTE JARRY|2020|good|100.00%|
March|13142|POINTE JARRY|2021|acceptable|99.90%|
March|13143|JARRY MOUDONG|2020|acceptable|99.76%|
March|13143|JARRY MOUDONG|2021|good|100.00%|
March|13144|ST LOUIS|2020|good|100.00%|
March|13144|ST LOUIS|2021|good|100.00%|
March|13158|BAS VENT|2020|good|99.99%|
March|13158|BAS VENT|2021|good|100.00%|
March|13159|BELLEVUE MUSEE DU RHUM|2020|good|100.00%|
March|13159|BELLEVUE MUSEE DU RHUM|2021|good|99.99%|
March|13162|BELLE PLAINE|2020|good|100.00%|
March|13162|BELLE PLAINE|2021|acceptable|98.49%|
March|13164|ROUTA CALVAIRE|2020|good|99.99%|
March|13164|ROUTA CALVAIRE|2021|acceptable|99.95%|
March|13167|LA BOUCAN|2020|good|100.00%|
March|13167|LA BOUCAN|2021|good|99.99%|
March|13168|WONCHE|2020|acceptable|99.86%|
March|13168|WONCHE|2021|acceptable|99.84%|
March|13169|BAGATELLE|2020|good|100.00%|
March|13169|BAGATELLE|2021|good|100.00%|
March|13170|LA RETRAITE|2020|good|100.00%|
March|13170|LA RETRAITE|2021|good|99.95%|
March|13177|BONFILS BOIS SEC|2020|good|100.00%|
March|13177|BONFILS BOIS SEC|2021|acceptable|99.24%|
March|13178|SAINTE MARIE|2020|good|100.00%|
March|13178|SAINTE MARIE|2021|good|100.00%|
March|13179|MORAVIE CAMBREFORT|2020|good|100.00%|
